Feature	Gain	Cover	Frequency
mcaja_ahorro	0.0664394201245786	0.0131109344847851	0.00829330191244448
ctrx_quarter	0.0469659709226827	0.011432542718123	0.00738693011873471
mpayroll	0.0429957891406223	0.0156639126059784	0.0043807970029306
mpasivos_margen	0.0367786865985691	0.0136209458891436	0.0104383818242243
mprestamos_personales	0.0332307404684244	0.0127029240958588	0.0033082570470407
mtransferencias_recibidas	0.0320196053233271	0.0130899438120965	0.0142602495543672
mcuentas_saldo	0.0316825832193896	0.0183638517777958	0.00913924891990695
Visa_mconsumosdolares	0.0299799260818811	0.0131532618891491	0.019774011299435
Visa_mpagospesos	0.0261421829029456	0.0180228087095865	0.0287319858606
ctarjeta_visa_transacciones	0.0213910731411122	0.00933828863908005	0.00524185020695489
Visa_cadelantosefectivo	0.0212027899282252	0.00444561294044669	0.00851989486087193
Visa_msaldopesos	0.0210727987544203	0.0131179890521791	0.0158464001933593
active_quarter	0.0206296986273504	0.00597510482227423	0.00566482371068612
matm	0.019221916533297	0.00596229263392714	0.00347442520922082
mcuenta_corriente	0.0179616930674642	0.0183070132678881	0.0110728420798211
Master_Fvencimiento	0.0172272938572742	0.0201110527253933	0.0293815523127587
mrentabilidad_annual	0.0162868003835926	0.0207090492397198	0.0140638689990634
ctarjeta_debito_transacciones	0.0160980692084177	0.00511697021526808	0.00235656666364543
mcomisiones_otras	0.014432405787306	0.0146395029831003	0.0190338076679054
Master_fechaalta	0.0143885463390403	0.0240308193511876	0.0306957914136379
Visa_status	0.0135554255293117	0.00936803370024473	0.00503036345508928
mtarjeta_visa_consumo	0.0133903653732399	0.00978594796163917	0.00862563823680474
ccomisiones_otras	0.0131213814331084	0.00259166932366797	0.000483398289978549
cpayroll_trx	0.0125057962527896	0.00176827903891825	0.000226592948427445
Visa_msaldototal	0.0118806214305632	0.0124235502885828	0.0162995860902142
Visa_mconsumototal	0.0116593108169586	0.0152748565650322	0.029532614278377
Visa_Fvencimiento	0.0116032973971333	0.02027275872963	0.0255596845826158
Visa_mpagominimo	0.0112036731822426	0.0152507549770056	0.0207257016828303
Visa_mconsumospesos	0.0110653549835269	0.0166855349044964	0.0311640835070546
mextraccion_autoservicio	0.0110631771442927	0.00639462929096835	0.00518142542070758
mcomisiones	0.0109742318314168	0.013255248829794	0.0185957279676123
Visa_fechaalta	0.0108739050126829	0.0191617447463151	0.023323967491465
cmobile_app_trx	0.010761317445972	0.0167565303259925	0.0380676153358107
cdescubierto_preacordado	0.0107244204317895	0.00996005798539588	0.00655608930783407
thomebanking	0.0107067644250015	0.0135601443582067	0.0239131091573764
foto_mes	0.0104950036787873	0.0126006272516438	0.00403335448200852
mautoservicio	0.0102884313454224	0.0102432131327332	0.0076890540499713
tcallcenter	0.00959959546820317	0.0108968860185795	0.0100305145170549
Visa_cconsumos	0.00956078962473967	0.0121699000271433	0.0205142149309647
mrentabilidad	0.00882362706267228	0.0127542618173971	0.0134898335297139
Master_mlimitecompra	0.00878418555876055	0.0171082152245461	0.0232786489017795
Master_mfinanciacion_limite	0.00840425292202617	0.0155866085808069	0.0216622858696637
mcuenta_debitos_automaticos	0.00824047193619885	0.00979485601063537	0.0060575848212937
Master_status	0.00821924758546353	0.00814619071092374	0.00613311580410284
mactivos_margen	0.00815954099184967	0.0169814737032271	0.00779479742590411
cliente_edad	0.00803832258462174	0.0159434919826226	0.0133236653675338
numero_de_cliente	0.00792201175204786	0.0164193205066925	0.0178404181395208
Visa_mlimitecompra	0.0075135283144952	0.0148804262796744	0.0173721260461041
Master_msaldopesos	0.00729543353886442	0.0117768971059788	0.015695338227741
mttarjeta_visa_debitos_automaticos	0.00698247743695587	0.0100202368684098	0.0111181606695066
chomebanking_transacciones	0.00689207847891034	0.014967416728309	0.0145623734856038
Master_fultimo_cierre	0.00677754333829965	0.0124163439975659	0.0135049397262757
Visa_mfinanciacion_limite	0.00660343516586864	0.014436683234356	0.0157406568174265
Master_madelantodolares	0.00651224201569097	0.00446026466473533	0.00992477114112209
Master_msaldototal	0.00646445195655983	0.0105468286302748	0.0135200459228375
mcaja_ahorro_dolares	0.00629048904266235	0.0125416662896604	0.00910903652678329
cprestamos_personales	0.00605955890625008	0.00325014868476011	0.000483398289978549
cliente_antiguedad	0.00567375780086052	0.0141327144467445	0.012326656394453
ccajas_transacciones	0.00549318811177211	0.00847505004940075	0.00447143418230158
mtransferencias_emitidas	0.00536064240599311	0.0128978202559479	0.0107405057554609
Master_mpagominimo	0.00502629712688216	0.0114035792595875	0.0119036828907218
mcomisiones_mantenimiento	0.00475453626172577	0.00718159183144352	0.00217529230490347
mpagomiscuentas	0.00464719053091402	0.00859652785858155	0.00620864678691199
Master_mconsumospesos	0.00435163383398983	0.0100434982303819	0.0143357805371764
Master_mpagospesos	0.00423400704884398	0.0124722799133256	0.0131877095984773
Visa_fultimo_cierre	0.0038401039680585	0.00875469618443904	0.00864074443336657
Master_mconsumototal	0.0037219014790771	0.00871541978072279	0.0121604882322729
ccaja_seguridad	0.00339034095847817	0.00487731119613348	0.000589141665911357
Master_cadelantosefectivo	0.00314228698168557	0.00398346717550299	0.00956222242363818
Master_cconsumos	0.0030763855276242	0.00869362219661347	0.01081603673827
Master_mconsumosdolares	0.00295687311063034	0.00579096993453057	0.0126589927188133
Master_madelantopesos	0.00292641716372891	0.00448772483270292	0.0103477446448533
Visa_mpagosdolares	0.00279806681291901	0.00547936408993972	0.00993987733768392
Visa_mpagado	0.00251776506165895	0.00837193738403738	0.00709991238405994
Visa_madelantodolares	0.00247903130117425	0.00368963675406096	0.00830840810900631
Master_msaldodolares	0.00236206148922094	0.00298903775312334	0.00361038097827729
Master_mpagosdolares	0.00229233628388032	0.00431303606402905	0.00954711622707635
Visa_madelantopesos	0.00224711413750974	0.00375370260260293	0.00761352306716215
mplazo_fijo_dolares	0.00218055578873849	0.00848075253334366	0.00149551345962114
ctarjeta_visa	0.00207655841792838	0.00156494885316873	0.00046829209341672
tmobile_app	0.0020611648416203	0.00537520175535911	0.0015257258527448
Master_mpagado	0.00179933112239312	0.00505064374930868	0.00542312456569685
Visa_msaldodolares	0.00168168904931184	0.00687630982745366	0.00436569080636877
ccaja_ahorro	0.00161683013172326	0.00462719267325484	0.000558929272787698
Master_delinquency	0.00150632293413828	0.00298266445707763	0.00441100939605426
cextraccion_autoservicio	0.00141017218006641	0.0010371112789519	0.000166168162180126
Visa_delinquency	0.00129526176776012	0.00322007551319058	0.00255294721894921
mtarjeta_master_consumo	0.00125047480535247	0.00382814570131637	0.00270400918456751
cproductos	0.0012049839481583	0.0040735775783296	0.000694885041844164
internet	0.000751209279217462	0.00426817584361193	0.000861053204024291
ccomisiones_mantenimiento	0.000638694781614252	0.0025011852287864	0.000302123931236593
mprestamos_prendarios	0.000622912662286928	0.00260110395048037	0.000317230127798423
ccajas_consultas	0.000592946137312069	0.00237328234383839	0.000287017734674764
ccajas_otras	0.000564641667197271	0.00199330105418379	0.000241699144989275
ctarjeta_master	0.000431624316927107	0.00088160502476161	0.000377654914045742
mcheques_emitidos	0.000419614114979878	0.00200955317215905	0.000287017734674764
minversion2	0.000419153911969721	0.00365645034287674	0.000498504486540379
cplazo_fijo	0.000396779574275124	0.00075035556863592	9.0637179370978e-05
mforex_sell	0.00037895676677545	0.00167511247038444	0.000649566452158676
cseguro_accidentes_personales	0.000372020168774614	0.00331245389364442	0.000981902776518928
cseguro_vida	0.000351042698066709	0.00220288522310452	0.000271911538112934
matm_other	0.000309081771866892	0.00129888153043407	0.000679778845282335
Visa_Finiciomora	0.000295217141864257	0.00627761254367922	0.00089126559714795
mcaja_ahorro_adicional	0.000281124113246141	0.00477624996327772	0.000679778845282335
cseguro_auto	0.000271356192345348	0.00300142227454368	0.000362548717483912
ctransferencias_emitidas	0.0002562284231125	0.00489648596302781	0.000679778845282335
ctarjeta_debito	0.000239669776522084	0.0023305033841475	0.000332336324360253
ccajas_extracciones	0.000234550364602406	0.00175082966015048	0.000211486751865615
ctransferencias_recibidas	0.000223158815817504	0.00266535457902601	0.00046829209341672
cinversion1	0.000214524341858739	0.00161739021879604	0.000196380555303786
minversion1_pesos	0.000204716155111037	0.00128767554646554	0.000196380555303786
mttarjeta_master_debitos_automaticos	0.000175163035506213	0.00175594900887565	0.000543823076225868
ccajas_depositos	0.000124236654089404	0.00112553335295388	0.000135955769056467
ctarjeta_visa_debitos_automaticos	0.000119237184592738	0.00254368165972254	0.000377654914045742
catm_trx	0.000114799076103245	0.00091537482941655	0.000135955769056467
cpagomiscuentas	0.000110806070506092	0.00204284585444251	0.000287017734674764
mcheques_depositados	7.304021122554e-05	0.00106854983400072	0.000151061965618297
cprestamos_prendarios	6.00111233284377e-05	0.00100047409151456	0.000120849572494637
ccheques_emitidos	4.71156611618051e-05	0.00037517778431796	4.5318589685489e-05
cinversion2	4.48997618497011e-05	0.00025011852287864	3.02123931236593e-05
cforex	4.04222069516643e-05	0.00125656471444211	0.000166168162180126
ccuenta_debitos_automaticos	2.19984184851146e-05	0.000397768075934316	6.04247862473187e-05
ctarjeta_master_transacciones	1.9932944734879e-05	0.000656760687542929	9.0637179370978e-05
mtarjeta_visa_descuentos	1.42724866486999e-05	0.000478247967066928	7.55309828091483e-05
cforex_sell	1.04160340709157e-05	1.08436550444808e-05	1.51061965618297e-05
cseguro_vivienda	7.13326999247658e-06	4.6271443799485e-05	1.51061965618297e-05
ccheques_depositados	4.59388413423232e-06	0.00012505926143932	1.51061965618297e-05
ccajeros_propios_descuentos	3.66461175599056e-06	0.000236777432438571	3.02123931236593e-05
